NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
METTL17	4	223988_x_at:218366_x_at:223528_s_at:1558590_at	
ELAC2	2	201766_at:201767_s_at	
LOC101930149	1	1568921_at	
ELAC1	2	222869_s_at:219325_s_at	
ASMTL	3	36554_at:36553_at:209394_at	
LOC101929154	1	244138_at	
INMT	1	224061_at	
METTL23	1	225808_at	
DMRTA2	1	1558856_at	
METTL22	2	233742_at:218945_at	
DUX4L1	1	216473_x_at	
METTL25	1	229018_at	
TNMD	1	220065_at	
DMRTA1	1	244725_at	
DUX4L8	1	208201_at	
TESMIN	2	219786_at:238246_at	
METTL27	1	1553778_at	
DAGLB	4	225828_at:226640_at:225833_at:225832_s_at	
METTL26	6	228118_x_at:227378_x_at:228114_x_at:230851_x_at:227380_x_at:1554466_a_at	
LINC02421	1	1561253_at	
TEX36-AS1	1	1556133_s_at	
PRR5L	4	219383_at:1555486_a_at:233119_at:233379_at	
LOC105372762	1	1562418_at	
CHADL	1	1557123_a_at	
LOC101929172	1	1562078_at	
TNNI1	1	205177_at	
TNNI2	1	206393_at	
ETFRF1	2	225469_at:231640_at	
TNNI3	1	205742_at	
CTNNAL1	1	202468_s_at	
LOC101929174	1	1563376_at	
RAB30-DT	2	228643_at:228612_at	
LINC02405	1	1561528_at	
TNP2	2	207736_s_at:217460_at	
LINC02401	1	1557848_at	
TNP1	1	206568_at	
LINC02400	1	243035_at	
LINC02402	1	1561544_at	
TP53RK	2	235192_at:225402_at	
HSF2BP	1	207020_at	
DNM1P50	1	243336_at	
ANTXR2	4	1555536_at:228573_at:225524_at:238050_at	
ANTXR1	6	220093_at:220092_s_at:224694_at:234430_at:227660_at:234832_at	
CCT6B	1	206587_at	
DNM1P46	1	231318_at	
LOC101929073	2	1563771_a_at:216499_at	
SAP130	1	220367_s_at	
INSC	1	237056_at	
C6orf226	1	228458_at	
CHAC2	1	235117_at	
CHAC1	1	219270_at	
LINC01069	1	1561298_at	
SKP2	3	210567_s_at:203626_s_at:203625_x_at	
TNS4	2	230398_at:222265_at	
TNS3	2	217853_at:234257_at	
C6orf223	2	239137_x_at:230944_at	
TNS2	1	212494_at	
SKP1	4	200718_s_at:207974_s_at:200719_at:200711_s_at	
TNS1	5	218864_at:221747_at:221748_s_at:221246_x_at:218863_s_at	
LINC02397	3	1558186_s_at:1558185_at:239244_at	
LINC01061	2	1558425_x_at:1558423_at	
TMEM52B	1	236646_at	
LINC02395	1	1569756_at	
SACM1L	1	202797_at	
NFKBIL1	1	209973_at	
PRO1804	1	224110_at	
EBF1	4	227646_at:232204_at:233261_at:229487_at	
EBF2	3	1562477_at:220392_at:244885_at	
BOLA3-AS1	2	236336_at:228430_at	
EBF3	3	1559796_at:227243_s_at:227242_s_at	
LOC101929076	1	1570405_at	
EBF4	1	233850_s_at	
RUNX3	3	234928_x_at:204198_s_at:204197_s_at	
RUNX2	6	236859_at:221282_x_at:216994_s_at:232231_at:221283_at:236858_s_at	
RUNX1	11	217263_x_at:211620_x_at:210805_x_at:209359_x_at:211180_x_at:211181_x_at:211179_at:208129_x_at:210365_at:209360_s_at:211182_x_at	
MARF1	2	1558697_a_at:202386_s_at	
ALDH7A1	3	213591_at:208950_s_at:208951_at	
LINC01098	1	1561566_at	
UBL7-AS1	2	238511_at:239792_at	
RWDD2B	2	222614_at:218377_s_at	
RWDD2A	2	229786_at:213555_at	
INTU	1	228946_at	
LINC01094	1	229635_at	
LINC01095	1	240685_at	
LINC01096	1	236112_at	
LINC01097	1	1562683_a_at	
EBI3	1	219424_at	
FSIP2-AS2	1	1560288_at	
LINC01091	2	1561096_at:1563462_at	
LINC01093	1	1559573_at	
PRRC1	2	224643_at:221734_at	
GOLGA8IP	1	1556739_at	
RFPL3S	2	214409_at:214408_s_at	
C6orf201	1	231642_at	
OR6B1	1	234363_at	
LINC01087	1	1557843_at	
LINC01088	3	1560891_a_at:230781_at:1560890_at	
LINC01089	3	241886_x_at:226369_at:1556042_s_at	
TMEM50A	2	217766_s_at:222401_s_at	
INSR	5	213792_s_at:226212_s_at:226216_at:207851_s_at:226450_at	
TMEM50B	5	225182_at:228001_at:231696_x_at:222907_x_at:219600_s_at	
LINC01085	1	240167_at	
CIDEA	1	221295_at	
AMMECR1	4	1553219_a_at:236760_at:226421_at:204976_s_at	
CIDEB	1	221188_s_at	
LINC01082	1	231580_at	
NOTCH2NLA	2	227067_x_at:214722_at	
CIDEC	1	219398_at	
CCT6A	2	201326_at:201327_s_at	
LOC101930081	1	233153_at	
MARCO	1	205819_at	
HOTTIP	3	1564070_s_at:244553_at:1564069_at	
DMRTC1	2	1553998_at:1560300_a_at	
DMRTC2	1	236811_at	
TH2LCRR	2	1563389_at:237074_at	
RTL8A	1	217948_at	
OR6A2	1	221465_at	
RTL8C	1	201828_x_at	
INVS	4	211054_at:210114_at:211055_s_at:1558702_at	
LINC02363	2	1554732_at:1554733_at	
HBS1L	4	240602_at:209316_s_at:209314_s_at:209315_at	
FEN1	2	204768_s_at:204767_s_at	
LINC02366	1	231446_at	
LINC02361	1	238141_s_at	
EPB41L4B	6	223859_at:220524_at:223426_s_at:233098_s_at:223427_s_at:220161_s_at	
EPB41L4A	5	228259_s_at:1555038_at:228256_s_at:220119_at:220120_s_at	
UCHL1	2	201387_s_at:1555834_at	
CAMKV	1	219365_s_at	
C5orf64-AS1	1	1559540_at	
PCF11	2	227622_at:203378_at	
NKIRAS1	1	225930_at	
NKIRAS2	2	218240_at:222105_s_at	
LOC646214	2	236283_x_at:244268_x_at	
A2MP1	1	236394_at	
LINC01029	1	1560832_at	
RFPL1S	1	214120_at	
LINC02353	1	1563116_at	
LINC02352	2	243204_at:241799_x_at	
LINC02355	1	1561305_at	
LINC01023	1	231046_at	
CAMLG	1	203538_at	
LINC01020	2	1557877_s_at:1557876_at	
RHOG	1	203175_at	
RHOH	2	204951_at:236293_at	
RHOF	5	222812_s_at:219045_at:236667_at:1554539_a_at:1554538_at	
TUBG2	1	203894_at	
IL17RE	2	229401_at:236186_x_at	
TUBG1	1	201714_at	
UCHL3	1	204616_at	
IL17RD	2	227997_at:229263_at	
ZNF503-AS1	1	232684_at	
RHOC	1	235742_at	
RHOD	2	31846_at:209885_at	
IL17RC	4	221947_at:224514_x_at:64440_at:221926_s_at	
ZNF503-AS2	5	232178_at:228048_at:235928_at:235929_s_at:237044_s_at	
RHOA	3	200059_s_at:1555814_a_at:240337_at	
UCHL5	4	229248_at:1570145_at:219960_s_at:220083_x_at	
IL17RB	3	224361_s_at:224156_x_at:219255_x_at	
RHOB	5	212099_at:1553965_x_at:1553963_at:1553962_s_at:226417_at	
IL17RA	4	205707_at:229295_at:229101_at:228685_at	
FBXO30-DT	1	241745_at	
ALG14-AS1	1	1560533_at	
TNNT1	1	213201_s_at	
TNNT2	2	215389_s_at:1563655_at	
MMP23B	1	207118_s_at	
RHOJ	7	235131_at:235489_at:238905_at:1555234_a_at:243481_at:238906_s_at:1555233_at	
TNNT3	2	1569986_x_at:205693_at	
LINC01018	1	1559033_at	
LINC01019	1	1561251_at	
LINC02349	1	231473_at	
RHOU	2	223168_at:223169_s_at	
RHOV	1	241990_at	
LINC01015	1	231571_at	
LINC01016	3	1557277_a_at:1557276_at:1556675_s_at	
RHOQ	5	212122_at:1559582_at:212120_at:212119_at:214449_s_at	
LINC02347	1	1561294_a_at	
OPRD1	1	207792_at	
TOR4A	3	233589_x_at:219620_x_at:229708_at	
LINC01056	2	1557893_a_at:1557892_at	
LINC02388	1	239584_at	
TNXB	5	216333_x_at:217413_s_at:216654_at:208609_s_at:1565242_at	
LINC02387	1	240944_at	
LINC02382	1	1557214_at	
TNXA	3	206093_x_at:216339_s_at:213451_x_at	
LINC02381	1	226582_at	
TUBD1	3	231853_at:210389_x_at:221326_s_at	
LINC02380	1	1570262_at	
PBLD	2	1555175_a_at:219543_at	
KIAA0754	2	215268_at:239009_at	
LOC730098	1	230327_at	
KIAA0753	1	204711_at	
TBL1Y	1	211462_s_at	
ADAD1	2	231448_at:240299_at	
TBL1X	6	1570293_at:213400_s_at:201869_s_at:201868_s_at:213401_s_at:201867_s_at	
RORA-AS1	2	1562682_at:240163_at	
LINC01049	1	1563063_at	
ADAD2	1	236463_at	
LINC02375	1	1563135_at	
RANBP2	4	201712_s_at:201713_s_at:226922_at:201711_x_at	
RANBP1	3	202482_x_at:221915_s_at:202483_s_at	
RANBP3	4	210120_s_at:202639_s_at:202640_s_at:208272_at	
LINC02372	1	240268_at	
RANBP9	4	202583_s_at:202582_s_at:216125_s_at:243108_at	
DNM1P41	1	232143_at	
TUBE1	3	226182_s_at:226181_at:230891_at	
RANBP6	1	213019_at	
RSL1D1	3	213750_at:212019_at:212018_s_at	
DNM1P35	1	1561249_a_at	
CAMK4	3	229029_at:241871_at:210349_at	
GHRH	1	214524_at	
R3HCC1	2	35156_at:212866_at	
B9D1	3	205662_at:210535_at:210534_s_at	
GHRL	4	239617_at:237647_at:244695_at:223862_at	
CAMK1	2	204392_at:1558556_at	
B9D2	1	219766_at	
LINC02367	1	1561087_at	
STEAP3	2	218424_s_at:1554830_a_at	
STEAP4	2	220187_at:225987_at	
GOLT1B	2	222552_at:218193_s_at	
GOLT1A	1	229372_at	
NPY2R	3	208379_x_at:210729_at:210730_s_at	
ARHGAP39	1	227876_at	
SSC4D	1	236529_at	
ARHGAP36	1	238047_at	
ARHGAP35	5	202046_s_at:229394_s_at:202044_at:202045_s_at:229397_s_at	
ARHGAP44	2	205414_s_at:215232_at	
ARHGAP42	3	230047_at:1553383_at:233923_at	
BASP1	2	228589_at:202391_at	
PRRT3-AS1	1	242888_at	
PDIA3	2	208612_at:227033_at	
PDIA2	2	216127_at:206691_s_at	
GHSR	3	221360_s_at:224554_at:237101_at	
RAP2C-AS1	1	240561_at	
NPY1R	1	205440_s_at	
PDIA6	3	216640_s_at:208639_x_at:207668_x_at	
PDIA5	1	203857_s_at	
PDIA4	2	211048_s_at:208658_at	
ARHGAP45	2	212873_at:217614_at	
CMPK1	3	1570533_at:222448_s_at:217870_s_at	
CMPK2	1	226702_at	
AIPL1	2	219977_at:235731_at	
LRIF1	1	220235_s_at	
STEAP1	1	205542_at	
STEAP2	1	225871_at	
TMEM59L	1	219005_at	
BTF3L4	5	238675_x_at:243972_at:235819_at:225976_at:226963_at	
ARHGAP19	2	37577_at:212738_at	
ARHGAP18	3	225171_at:225166_at:225173_at	
ARHGAP17	1	218076_s_at	
SEZ6L2	5	238404_x_at:238406_x_at:223458_at:218720_x_at:233337_s_at	
ARHGAP15	1	218870_at	
NALCN	3	228608_at:242880_at:1554702_at	
ARHGAP12	1	207606_s_at	
ARHGAP22	4	1560821_at:1560764_at:1560765_a_at:206298_at	
ARHGAP21	2	224764_at:241701_at	
ARHGAP20	2	228368_at:1555020_a_at	
MAN2A2	2	202032_s_at:219999_at	
MAN2A1	3	205105_at:235103_at:226538_at	
MARK4	2	55065_at:221560_at	
MARK3	3	232537_x_at:202568_s_at:202569_s_at	
MARK2	2	203942_s_at:211082_x_at	
MARK1	5	231613_at:226653_at:240202_x_at:1560407_at:221047_s_at	
RAP1GAP2	1	213280_at	
ALYREF	2	226320_at:226319_s_at	
ASPSCR1	1	218908_at	
TDRD9	1	228285_at	
ARHGAP29	4	1554736_at:1558280_s_at:1560318_at:203910_at	
A2ML1	2	1553505_at:1564307_a_at	
TDRD7	1	213361_at	
ARHGAP28	3	220381_at:220382_s_at:227911_at	
SSC5D	1	230228_at	
ARHGAP27	5	229424_s_at:227057_at:1554594_at:243536_x_at:225618_at	
TDRD6	1	232692_at	
ARHGAP26	4	205068_s_at:215955_x_at:205069_s_at:226576_at	
TDRD5	1	231104_at	
ARHGAP25	3	204882_at:1555076_at:38149_at	
TDRD3	3	1569069_s_at:208089_s_at:214028_x_at	
ARHGAP24	4	223422_s_at:230802_at:230803_s_at:221030_s_at	
NMRAL1	2	223206_s_at:231271_x_at	
ARHGAP23	4	231903_x_at:226638_at:230013_s_at:230196_x_at	
ARHGAP33	3	213827_at:233885_at:215256_x_at	
TDRD1	1	221018_s_at	
ARHGAP32	4	210791_s_at:229648_at:242196_at:203431_s_at	
ARHGAP31	2	226057_at:226056_at	
DNMBP	2	1562969_at:212838_at	
TP53I3	1	210609_s_at	
ARHGAP30	3	243433_at:241346_at:226219_at	
MAN2B2	1	214703_s_at	
EBPL	1	223306_at	
MAN2B1	1	209166_s_at	
ULBP2	2	238542_at:221291_at	
ULBP1	1	221323_at	
ULBP3	1	231748_at	
CRISP1	2	207032_s_at:216314_at	
CRISP2	1	210262_at	
NPY6R	2	210444_at:236860_at	
CRISP3	1	207802_at	
FDCSP	1	229152_at	
PAN3-AS1	1	243092_at	
MADCAM1	1	208037_s_at	
MAN2C1	3	203668_at:238089_at:238230_x_at	
NPY5R	1	207400_at	
DESI1	2	212527_at:212528_at	
DESI2	5	219875_s_at:222936_s_at:222158_s_at:1558914_at:212371_at	
MARS2	1	243529_at	
MARS1	3	201475_x_at:213672_at:213671_s_at	
URB2	1	205284_at	
OPRM1	3	207989_at:211359_s_at:207994_s_at	
URB1	3	208395_s_at:212996_s_at:217633_at	
ARHGAP10	1	219431_at	
ASMTL-AS1	5	1552873_s_at:244875_at:207288_at:241354_at:1552872_at	
ITGB1BP1	3	228227_at:203337_x_at:203336_s_at	
ITGB1BP2	1	219829_at	
NPY4R	1	210956_at	
OSER1-DT	3	1569746_s_at:1558906_a_at:1569745_at	
OPRL1	2	206563_s_at:206564_at	
MOSPD2	2	221895_at:64883_at	
MOSPD1	2	218853_s_at:1557455_s_at	
FAM41AY1	1	1561390_at	
MTIF2	1	203095_at	
DLEU2L	1	215629_s_at	
MOSPD3	1	219070_s_at	
MTIF3	2	223357_s_at:223356_s_at	
TOB2	3	222243_s_at:234720_s_at:221496_s_at	
TOB1	2	228834_at:202704_at	
PRRG4	2	238513_at:207291_at	
PRRG3	2	229118_at:220433_at	
NT5DC1	4	223177_at:235830_at:223178_s_at:241962_at	
NT5DC4	3	1562019_at:1560204_at:1562020_s_at	
NT5DC2	3	1556894_at:218051_s_at:1556895_a_at	
PRRG2	1	205617_at	
PRRG1	1	205618_at	
NT5DC3	2	218786_at:234737_at	
LRIG1	4	238339_x_at:211596_s_at:236173_s_at:240140_s_at	
LRIG3	1	226908_at	
LRIG2	4	242165_at:242164_s_at:205953_at:238653_at	
DUXAP10	4	242546_at:239010_at:242881_x_at:228116_at	
MAS1L	1	234820_at	
CYP1B1-AS1	2	1553829_at:233410_at	
MAPT-AS1	5	237331_s_at:237536_at:236789_at:236790_s_at:1563367_at	
OPRK1	2	229944_at:207553_at	
PYCARD-AS1	1	244497_at	
NRG1-IT1	1	1563168_at	
SHCBP1	1	219493_at	
PIKFYVE	3	1553917_at:213111_at:1557719_at	
GNPDA1	1	202382_s_at	
GNPDA2	1	227022_at	
SSBP1	3	202591_s_at:214060_at:1562442_a_at	
SSBP2	6	238861_at:1558604_a_at:238483_at:210829_s_at:238484_s_at:203787_at	
SSBP3	3	217991_x_at:223635_s_at:222482_at	
SSBP4	4	228552_s_at:223226_x_at:229270_x_at:229269_x_at	
LOC101929622	1	1559542_a_at	
NUP107	1	218768_at	
TEX41	1	1562475_at	
PWWP2B	3	227999_at:238051_x_at:238046_x_at	
TEX43	1	237428_at	
TEX44	1	238187_at	
TEX45	2	241862_x_at:241842_x_at	
TEX46	1	231551_at	
LOC285422	1	1563685_at	
SPINT3	1	215503_at	
TEX47	1	231441_at	
SPINT2	1	210715_s_at	
LOC728392	1	218380_at	
TEX48	1	231203_at	
SLA2	2	1555688_s_at:232234_at	
TIPARP-AS1	1	1556829_at	
TEX49	1	1560619_at	
ALKBH7	4	227878_s_at:223318_s_at:223317_at:227879_at	
ALKBH6	1	225969_at	
ALKBH8	2	235610_at:235713_at	
ALKBH3	1	226127_at	
ALKBH2	1	225625_at	
ALKBH5	4	228034_x_at:234302_s_at:228078_at:1553101_a_at	
ALKBH4	1	222228_s_at	
DPYSL4	3	205493_s_at:205492_s_at:214301_s_at	
DPYSL5	2	224100_s_at:222797_at	
KIAA1586	1	231869_at	
DPYSL2	1	200762_at	
ALKBH1	2	205621_at:236721_at	
FGFR1OP2	7	223262_s_at:1556282_at:223263_s_at:243619_at:1556283_s_at:233898_s_at:236808_at	
DPYSL3	3	237292_at:201430_s_at:201431_s_at	
GPBP1	2	224648_at:223705_s_at	
PWWP2A	4	228336_at:228337_at:226720_at:217533_x_at	
VSTM1	1	235818_at	
VSTM4	6	230103_at:213381_at:244057_s_at:235471_at:1553458_at:244058_at	
FNBP4	4	229272_at:242472_x_at:235101_at:212232_at	
LOC101928304	1	239882_at	
SAP30BP	2	217965_s_at:222475_at	
TEX51	1	237685_at	
FNBP1	4	230389_at:212288_at:213940_s_at:230086_at	
LOC101928306	1	1569855_at	
CACNA2D1	2	207050_at:227623_at	
TEX55	1	1553146_at	
LOC101928307	2	1558795_at:1558796_a_at	
CACNA2D3	1	219714_s_at	
CACNA2D2	1	204811_s_at	
CACNA2D4	2	228083_at:1552690_a_at	
ABITRAM	1	218998_at	
SPINT1	2	235546_at:202826_at	
ASPHD1	2	1553997_a_at:214993_at	
FEZ1	2	205973_at:203562_at	
FEZ2	3	210704_at:215000_s_at:202305_s_at	
TCEANC2	2	238737_at:1562470_at	
TXNIP	3	201008_s_at:201009_s_at:201010_s_at	
PLBD1	2	222639_s_at:218454_at	
ASPHD2	2	227014_at:227015_at	
CLOCK	4	227531_at:217563_at:225856_at:204980_at	
PLBD2	2	227853_at:228845_at	
SLBP	1	206052_s_at	
URI1	4	210157_at:211563_s_at:214173_x_at:1556231_a_at	
LOC101929645	1	234821_at	
SAR1A	3	210790_s_at:201543_s_at:201542_at	
SAR1B	5	218254_s_at:230397_at:226742_at:1554482_a_at:223512_at	
TEX22	1	1558581_at	
LOC100630923	2	1564166_s_at:1564165_at	
ZC3HAV1	3	225634_at:220104_at:213051_at	
TEX26	1	243884_at	
TEX28	1	207364_at	
TEX29	1	236853_at	
PRPSAP1	2	202529_at:1556715_at	
LOH12CR2	1	236311_at	
PRPSAP2	1	203537_at	
HLCS	2	207833_s_at:209399_at	
LUARIS	1	1569659_at	
MOV10L1	2	224385_s_at:239257_at	
ATRIP	1	1552937_s_at	
LOC101928326	1	1561605_at	
TOE1	1	204080_at	
LOC101929657	1	1561237_at	
BTBD19	3	215462_at:1557049_at:238102_s_at	
CREBBP	4	202160_at:235858_at:228177_at:211808_s_at	
TEX30	1	213346_at	
BTBD17	1	230445_at	
BTBD18	1	215349_at	
NCAPH2	5	205086_s_at:227076_at:221633_at:40640_at:209718_at	
BTBD16	1	1552566_at	
TEX33	1	231617_at	
PBX3	1	204082_at	
PBX2	4	202876_s_at:211096_at:202875_s_at:211097_s_at	
TEX35	1	223938_at	
BTBD11	2	228570_at:238692_at	
TEX36	1	244789_at	
PBX4	1	230536_at	
TEX37	1	241430_at	
TEX38	1	230969_at	
BTBD10	1	223174_at	
LOC101928323	1	241743_at	
PBX1	3	212148_at:212151_at:205253_at	
SEC24B-AS1	1	1569713_at	
NANOG	2	231079_at:220184_at	
LOC101928335	1	1556903_at	
LOC440173	1	229761_at	
CRYBB2P1	3	222048_at:233556_at:1561274_at	
NCAPG2	1	219588_s_at	
SNX12	2	224684_at:231723_at	
SNX13	5	215820_x_at:227031_at:1553148_a_at:213292_s_at:215366_at	
AOC4P	1	216601_at	
SNX10	1	218404_at	
JRKL	2	1557790_at:206734_at	
SNX11	2	53912_at:220140_s_at	
LOC101929662	1	1561688_at	
IL18BP	3	222868_s_at:219323_s_at:224283_x_at	
CASP14	1	231722_at	
CASP12	1	1564736_a_at	
CASP10	4	211888_x_at:210955_at:210708_x_at:205467_at	
LOC729683	2	236614_at:236497_at	
SLC18A1	1	207074_s_at	
SLC18A2	2	1553328_a_at:205857_at	
SLC18A3	1	207150_at	
LOC101927018	1	1563241_at	
RING1	2	208371_s_at:35685_at	
TEX10	1	218104_at	
TEX11	3	234296_s_at:221259_s_at:233514_x_at	
TEX12	1	221438_s_at	
ZNF674-AS1	1	241972_at	
TEX14	1	221035_s_at	
TEX15	2	232760_at:221448_s_at	
TTC28-AS1	3	1555871_at:232246_at:244189_at	
LOC101928343	2	1556748_x_at:1556747_a_at	
TEX19	1	241367_at	
PLSCR1	3	202430_s_at:202446_s_at:244315_at	
PLSCR3	2	218828_at:56197_at	
PLSCR2	2	241510_at:207374_at	
PLSCR4	1	218901_at	
SLC18B1	1	226301_at	
PAFAH1B3	1	203228_at	
PAFAH1B2	3	224777_s_at:210160_at:1569431_at	
PAFAH1B1	4	211547_s_at:200813_s_at:200815_s_at:200816_s_at	
ECHS1	1	201135_at	
URM1	2	228626_at:208101_s_at	
LOC101927020	1	240842_at	
SNX32	2	231194_at:1554181_at	
SNX33	2	227151_at:229898_at	
SNX30	1	226249_at	
SNX31	1	241987_x_at	
SNX29	5	1558745_at:232485_at:215500_at:225624_at:225608_at	
RIDA	2	231705_at:203790_s_at	
SNX27	2	221498_at:221006_s_at	
SNX25	4	230066_at:227408_s_at:232425_at:1555388_s_at	
SOX9-AS1	2	230419_at:1564466_at	
CASP8AP2	2	1570001_at:222201_s_at	
RIC3	2	220282_at:228883_at	
SLF1	2	1558076_at:223542_at	
SLF2	5	203482_at:203483_at:235590_at:203481_at:1553909_x_at	
RIC1	4	223826_s_at:226222_at:226221_at:223825_at	
APEX2	2	204408_at:238813_at	
SNX24	5	239693_at:218705_s_at:233883_at:222716_s_at:239739_at	
SNX21	3	226595_at:1553960_at:1553961_s_at	
KIR3DL1	1	211687_x_at	
LOC101928361	1	1561489_at	
SNX22	3	1569481_s_at:230509_at:235460_at	
KIR3DL2	4	207314_x_at:211688_x_at:216907_x_at:207313_x_at	
KIR3DL3	1	216676_x_at	
SNX20	4	229045_at:236549_x_at:228869_at:1563641_a_at	
SNX18	2	226683_at:1552828_at	
SNX19	4	202359_s_at:1561710_at:1554986_a_at:202358_s_at	
GID4	2	228452_at:220058_at	
MYBBP1A	2	233803_s_at:219098_at	
SNX16	2	229618_at:219793_at	
SNX17	1	200991_s_at	
LOC101928370	1	244422_at	
APEX1	1	210027_s_at	
SHKBP1	1	224846_at	
SNX14	2	225101_s_at:230759_at	
SNX15	1	205482_x_at	
GID8	2	218448_at:225376_at	
PWWP3A	5	223348_x_at:230461_s_at:221290_s_at:229033_s_at:223347_at	
PWWP3B	1	229160_at	
NCAPD2	1	201774_s_at	
CIAPIN1	3	230838_s_at:208968_s_at:208424_s_at	
NCAPD3	1	212789_at	
IRAG1-AS1	1	231595_at	
DPP10-AS1	1	236351_at	
LY6K	3	223687_s_at:223688_s_at:230910_s_at	
DPP10-AS3	1	1561618_at	
ALDH1L1	2	215798_at:205208_at	
LDC1P	2	1566646_at:1566647_s_at	
RIF1	9	214700_x_at:226821_at:236620_at:226503_at:241820_at:233781_s_at:233780_at:214872_at:240098_at	
TMEM167B	1	222495_at	
TMEM167A	2	226276_at:224702_at	
LY75	1	205668_at	
MAP3K7CL	1	221211_s_at	
LOC101927040	1	1562621_at	
ALDH1L2	3	1559393_at:231202_at:1556841_a_at	
LOC101927044	1	1562759_at	
LAPTM4B	4	208767_s_at:214039_s_at:1554679_a_at:208029_s_at	
LAPTM4A	1	200673_at	
UROD	3	208970_s_at:208971_at:222074_at	
TOM1	1	202807_s_at	
SMG7-AS1	2	222384_at:215953_at	
KIR3DX1	2	216492_at:216428_x_at	
CTNNBIP1	1	203081_at	
PAX8-AS1	3	227474_at:244524_at:228425_at	
TSPOAP1-AS1	2	228826_at:228828_at	
LOC101928389	1	1562822_at	
SDCBP2	1	233565_s_at	
LOC101928386	1	1560538_at	
LOC729652	1	1563637_at	
RINT1	1	218598_at	
LOC101927060	1	236803_at	
LY6D	1	206276_at	
LY6H	1	206773_at	
AJUBA	4	243446_at:1553764_a_at:225807_at:225806_at	
ARL8A	1	225347_at	
LY6E	1	202145_at	
ARL8B	2	222442_s_at:217852_s_at	
GRIA1	2	209793_at:211520_s_at	
GRIA2	3	236538_at:241172_at:205358_at	
OR7E2P	1	215770_at	
LY96	1	206584_at	
CREBL2	3	201988_s_at:201990_s_at:201989_s_at	
PKMYT1	1	204267_x_at	
LOC101927069	1	1560169_at	
LOC101927066	1	1560182_at	
AMDHD1	1	229596_at	
AMDHD2	1	219082_at	
KIAA1522	1	224746_at	
PARD6G-AS1	2	1557590_at:230477_at	
TNFRSF17	1	206641_at	
TNFRSF14	1	209354_at	
SLIT2-IT1	1	241432_at	
IP6K1	1	212439_at	
GRIA3	5	206730_at:1569290_s_at:217565_at:208032_s_at:230144_at	
SAC3D1	1	205449_at	
IP6K3	1	231179_at	
GRIA4	3	238663_x_at:208464_at:1569178_at	
IP6K2	2	223165_s_at:218192_at	
PCA3	2	232572_at:232575_at	
UROS	3	203031_s_at:1568781_at:232560_at	
LY86	1	205859_at	
LOC101927079	2	1564856_s_at:1564855_at	
UCKL1	3	232727_at:218533_s_at:232675_s_at	
NOXA1	1	232373_at	
RHPN1-AS1	1	207458_at	
OR7E24	1	215463_at	
TRIM71	1	231310_at	
TRIM72	1	1554803_s_at	
ZNF891	1	1569283_at	
TRIM73	1	1554250_s_at	
TRIM74	2	1554183_s_at:1554182_at	
KIR3DS1	1	211389_x_at	
ECE1	2	201750_s_at:201749_at	
ECE2	3	206728_at:227103_s_at:1555306_a_at	
LOC101927089	1	240880_at	
KIAA1549	3	238885_at:223575_at:232921_at	
ARL5B	2	242727_at:226345_at	
ARL5C	1	1560136_at	
LOC101927093	1	237576_x_at	
TRIM68	1	219405_at	
TRIM69	3	232792_at:1568592_at:229037_at	
ARL5A	3	243176_at:226617_at:218150_at	
TRIM65	2	235081_x_at:239374_at	
TRIM66	3	237679_at:213748_at:229466_at	
ZNF883	1	230876_at	
ZNF880	2	232315_at:235913_at	
TRIM61	2	238990_x_at:240342_at	
TRIM62	3	236845_at:219272_at:58308_at	
GRID2	1	221364_at	
TRIM63	1	236972_at	
GNRHR2	2	213852_at:1553067_a_at	
GRID1	3	1555267_at:231977_at:1555268_a_at	
TNFRSF18	2	223851_s_at:224553_s_at	
TNFRSF19	3	224090_s_at:223827_at:227812_at	
LOC101927098	1	237883_at	
ARFGAP3	1	202211_at	
TNFRSF1B	1	203508_at	
ARFGAP1	2	217888_s_at:234001_s_at	
TNFRSF1A	1	207643_s_at	
ARFGAP2	2	211975_at:235734_at	
ARL4C	4	202206_at:202207_at:202208_s_at:213759_at	
ARL4D	2	203586_s_at:203587_at	
ARL4A	1	205020_s_at	
PCCA	3	203860_at:232376_at:216533_at	
COL18A1-AS1	1	1564017_at	
PCCB	2	212694_s_at:1557502_at	
ZNF879	1	230421_at	
TRIM58	2	215047_at:241881_at	
TNFRSF25	6	211282_x_at:219422_at:219423_x_at:211841_s_at:210847_x_at:216042_at	
TRIM59	2	235476_at:227801_at	
ZNF875	3	1569980_x_at:231836_at:1569979_at	
TOP1	2	208900_s_at:208901_s_at	
DCTPP1	1	218069_at	
TRIM54	1	233669_s_at	
TNFRSF21	2	218856_at:214581_x_at	
TRIM55	2	236175_at:232721_at	
TRIM56	1	231876_at	
PLCH1-AS1	1	1561531_at	
TRIM50	3	231014_at:238941_at:1556554_at	
TRIM51	1	223975_at	
CANT1	3	1554327_a_at:221732_at:46323_at	
TRIM52	2	1568594_s_at:221897_at	
CARNMT1	2	241781_at:228324_at	
HM13	5	1557148_at:230107_at:232209_x_at:224615_x_at:1558561_at	
SRBD1	1	219055_at	
TRIM46	2	220909_at:238147_at	
UBQLN1	3	222989_s_at:222990_at:222991_s_at	
TRIM47	1	225868_at	
TRIM48	1	220534_at	
OR12D3	1	221431_s_at	
ZNF865	3	241964_at:238665_at:242830_at	
TRIM49	1	221154_at	
